target_N_star,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_ape_median_pct,baseline_absolute_error_median_ugm3
60,27,2.719900419777153,2.499632161463293,2.6397145538103812,2.797472883741938,2.879377351934422,2.7095922350263804,0.11314058689811043,100,2.864189263420114,1.77013319800702
60,28,2.6440314013008144,2.4211805797108474,2.558473629278615,2.706298038759535,2.7886443321541035,2.6302713220473763,0.10556975408933002,100,2.7876045474484297,1.7228021260234812
60,29,2.547886365586686,2.3648808088578956,2.467133220343372,2.6144437844709927,2.676288771623755,2.5385573123750507,0.10028262353776633,100,2.696597488232341,1.6665577224748738
60,30,2.4679039312322937,2.2686708709650745,2.3953047850661706,2.5309539222704824,2.604235583374021,2.452961826023296,0.10516982242026349,100,2.6043826101190395,1.6095668597608608
71,2,12.573988458201635,12.247283959206825,12.456107954130681,12.64670481652019,12.770462641375525,12.555214058570657,0.14617902995699772,100,12.22688535272032,7.55648935197528
71,3,10.432907677234008,10.237123216990181,10.345221274972651,10.502326626328378,10.607849207214988,10.424553375012733,0.11572639701351926,100,10.406241274070622,6.431290481030409
71,4,9.029365472169228,8.88960216534753,8.953194420310911,9.113736585177024,9.230109611891084,9.042470008032769,0.1215487722339869,100,8.899538882547661,5.50011461328533
71,5,8.060252942597563,7.921704004648549,8.009464993490246,8.106044335245876,8.23955619218983,8.067145414435807,0.09358219935799304,100,7.975001654931881,4.928729872654795
71,6,7.333895160632874,7.178957188340589,7.2868170794552025,7.378860418074121,7.469879865412115,7.334510668279935,0.08450940042503507,100,7.2365949368086815,4.47237796111229
71,7,6.770609996617649,6.623522386671378,6.710608690268224,6.82399053636035,6.900512155965555,6.76361150123409,0.08516815287535501,100,6.741922737625782,4.166659448342223
71,8,6.2703145727055185,6.144387639399874,6.228340349946871,6.320374231828907,6.406381829407238,6.27457191161676,0.07804285712651955,100,6.398127666712988,3.954186384461231
71,9,5.864828730589203,5.785858787849078,5.8286920693216615,5.920943200589244,6.015566382893714,5.875861888537832,0.07013763442292321,100,5.794423997565589,3.581083978078908
71,10,5.520030566555397,5.43191156479051,5.477708041447016,5.559750880635086,5.639002723089867,5.522759728615241,0.06322775732467516,100,5.64059527866875,3.486014379989207
71,11,5.245333268085025,5.162144823791021,5.197092632565502,5.28150078357206,5.338470020480911,5.240905538718308,0.0559396459192873,100,5.357137497458326,3.310831114287403
71,12,4.9744505317133285,4.89610041458597,4.940134764595247,5.007281047565153,5.078561932808332,4.9746680384330215,0.055851630664825104,100,4.891025348412384,3.022763352998684
71,13,4.7395471403136815,4.658940301182254,4.69101572443655,4.769891996076524,4.820859048909383,4.736784444246219,0.05195556860746214,100,4.7927167824910155,2.962006454560317
71,14,4.526973929802583,4.429471760630747,4.488350910807114,4.551770915441414,4.605025600612543,4.522185332513681,0.05214799141544457,100,4.624872707384435,2.85827505202019
71,15,4.334594479149356,4.257552339213708,4.307077526803228,4.3699245516466965,4.406037955006698,4.336203370701631,0.04600688448541791,100,4.270163298206924,2.639056682323204
71,16,4.163377358083524,4.087342677880462,4.1372300968669204,4.193881734417567,4.236900658277245,4.165233047296891,0.04718456733314456,100,4.132439577260514,2.5539403341426414
71,17,3.992253605650568,3.9225330156849525,3.971067634039721,4.032921959913763,4.065588393555742,3.9968482516747916,0.044994307645984895,100,3.9023306894661953,2.41172788099113
71,18,3.84667282882013,3.7834577502091626,3.8218083207245517,3.866805760027737,3.9094502226008307,3.845349210467235,0.039050174668346094,100,3.86965589734964,2.391534126687887
71,19,3.7114760478274844,3.6345388212398633,3.6811154024931554,3.74005516452131,3.776774972365001,3.7085054800316657,0.04603973559826058,100,3.71198043395444,2.294087154229892
71,20,3.5816599014551653,3.5157392134654173,3.551300181298707,3.611516604381574,3.6615904789205196,3.582933264784967,0.04389351147604756,100,3.60928260486568,2.2306175927190743
71,21,3.4612959190132857,3.397258911500159,3.4340744719386675,3.494062547591028,3.526375851205264,3.463017353904824,0.03990841378214386,100,3.377056458192568,2.087096626098152
71,22,3.3498955064924796,3.276950399161315,3.3273227665539618,3.377680604442046,3.4240613717470625,3.3519429495152258,0.045592363050374556,100,3.320105031335766,2.0518993670899555
71,23,3.2455720523024594,3.184851338613021,3.2204277571772706,3.273804504876792,3.2937818742004312,3.2439217062307133,0.03611364666253257,100,3.299415346795855,2.0391126780508877
71,24,3.1429497541648743,3.081391475167252,3.112167206842404,3.1646860262315513,3.203018148550146,3.1405735008444666,0.03806068466112098,100,3.145186825084545,1.9437959928557405
71,25,3.051478914691758,2.992613058979915,3.02801935470895,3.074327655026023,3.1015399162332464,3.05079110271369,0.03546504528849292,100,3.075812853471529,1.9009213225962895
71,26,2.9541429185487473,2.8777102744230754,2.9251369086459,2.9774801656672483,3.0020148192941045,2.9504048780201106,0.03892213918051775,100,2.9038782048780516,1.794661853904767
71,27,2.8585104812128335,2.8050115444864834,2.842728099590627,2.877642404132025,2.9046868484569375,2.860643519906108,0.03106081993124213,100,2.864189263420114,1.77013319800702
71,28,2.783229166353982,2.7315457047443035,2.7646264924235298,2.802389303347101,2.8256196530804303,2.7821800681809687,0.03335538894305783,100,2.7876045474484297,1.7228021260234812
71,29,2.697644275874006,2.64195127263607,2.6799774955906814,2.7174262272563148,2.7611616727016415,2.6991698990244526,0.03422132223133989,100,2.696597488232341,1.6665577224748738
71,30,2.61862847950073,2.5833786141455755,2.6037087386644675,2.6403796611440944,2.681630875504878,2.6238139124022464,0.030320789483247002,100,2.6043826101190395,1.6095668597608608
