target_N_star,time_index,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_ape_median_pct,baseline_absolute_error_median_ugm3
60,2022-04-12,10,2.924439114826926,2.372131158194588,2.8511076572629905,2.9834655478811256,3.060764484822138,2.8560110970653416,0.21718945204429232,100,2.860080774652875,1.8633399392292596
60,2022-04-12,20,1.7930701368672037,1.4627982098340664,1.7372526479580626,1.820794394092792,1.8548560009067834,1.7414129799218743,0.13676943655500626,100,1.8348529879674664,1.1954049988356985
60,2022-04-13,5,4.494722832996407,4.086072524402085,4.380993101813241,4.592386311041456,4.713216078515885,4.465416700314438,0.19997164891043617,100,4.517602622338885,2.6269309925667876
60,2022-04-13,10,2.9634060768997283,2.664986578889639,2.8900174698636727,3.034449635678537,3.109032048255998,2.9423148015567797,0.13455118630935728,100,3.0311810967994033,1.7625949497838818
60,2022-04-13,20,1.7930159581172036,1.6164692336469253,1.7311618108134654,1.8188464412106695,1.867009633352543,1.7693955241232526,0.0783228133565673,100,1.8840752478055471,1.095566846963166
60,2022-04-14,5,5.002033233547368,4.41163467008713,4.799349407642586,5.121219983376124,5.319222393693056,4.947539629990379,0.2779033966985021,100,4.942592953048689,1.8905577514273195
60,2022-04-14,10,3.412974152821351,2.891432237887729,3.30019377956488,3.491720813202217,3.5939585783191816,3.352549584196902,0.21580450039657367,100,3.4127577887051768,1.3053908651734716
60,2022-04-14,20,2.077805904062877,1.7367500046191804,2.0084682273065777,2.118550084501013,2.1818391931804326,2.0322171345604243,0.13732036128275707,100,2.1868005468572815,0.8364582647123378
60,2022-04-15,5,9.08734500105767,6.648574130437235,8.026569565215047,9.491933940457288,9.745927917012676,8.676530975335654,0.9736190817648067,100,8.724970250683857,2.3272161835748815
60,2022-04-15,10,6.144041095175458,5.014172778590617,5.853150947715825,6.381622571406091,6.527022705824101,6.012339035702265,0.5085599875440928,100,6.1357882066964615,1.636602212195818
60,2022-04-15,20,3.6830936322950625,3.1152701485642647,3.5526519547539332,3.793109356220716,3.88436050471281,3.6101257848619634,0.27251883356259965,100,3.793012044424131,1.0117122191432593
60,2022-04-16,5,7.352734578646372,6.268982222813797,6.905603669978048,7.581867623921115,7.860467361590679,7.2207438137491575,0.4944167705640936,100,7.400880999770019,1.908469202898548
60,2022-04-16,10,4.957158858620465,4.371915866554467,4.748181647460802,5.134878249337444,5.261548054974303,4.903111523011951,0.3013628751135433,100,4.975120772358546,1.282937095602831
60,2022-04-16,20,2.996732771990748,2.670453283933122,2.892001464581102,3.1122983146383403,3.1947128763610024,2.977891170277944,0.1734480902323187,100,3.138626758834938,0.8093593869183824
60,2022-04-17,5,7.117370327518049,6.51374696132162,6.89133464495928,7.34222436386134,7.622771669730815,7.096888043441616,0.35682537966585853,100,7.179524799521492,2.5631780536129902
60,2022-04-17,10,4.797121993146774,4.311971107935609,4.629573289301456,4.967198587322271,5.111875223199564,4.782550484615828,0.24169989002450226,100,4.7754847812253605,1.7049064009661876
60,2022-04-17,20,2.958240818388205,2.6820780157719954,2.832777909982629,3.0454140111701378,3.125471888460109,2.928969266126379,0.1493903727697954,100,3.0564769214805203,1.0911995968083588
60,2022-04-18,5,7.310566902681397,6.629211672673601,6.984814512003654,7.598158419008553,7.944964433464976,7.269883028042273,0.4538102818884024,100,7.390100625925159,2.722071256038646
60,2022-04-18,10,4.9274753057996,4.507871232251449,4.71890112002978,5.080548700460772,5.238628532729634,4.891444627297855,0.2834056257033864,100,4.887292187879068,1.8001862569797389
60,2022-04-18,20,3.0056969919613676,2.6683832955058118,2.87069946371948,3.085876807352297,3.1857290002918233,2.9679573704000637,0.16865772173371307,100,3.097553546825072,1.1409535405071054
60,2022-04-19,5,5.822369234256479,5.3249521381798495,5.6278882176954035,6.077088468401577,6.279210047663205,5.827237730607431,0.29809571961058834,100,5.87528434133729,3.5433531746031797
60,2022-04-19,10,3.9243616058675035,3.556499305090702,3.754141505838959,4.068271748635268,4.208925866611963,3.9084561413610976,0.20700439039740365,100,3.93778309605109,2.3748563343770854
60,2022-04-19,20,2.3811863253868166,2.1168286524089437,2.27457988614311,2.468308433048084,2.5468129392146275,2.3654903173457615,0.13097243491781985,100,2.536349140730108,1.5296588654401155
60,2022-04-20,5,5.83243815161706,5.41544898523546,5.666577462191647,6.0048235770839415,6.176532531458425,5.823342185448893,0.24502181864285072,100,5.9713143582563015,2.084864267676771
60,2022-04-20,10,3.877733404016423,3.5710039052859974,3.7618393838283986,3.955164794825314,4.074062509547692,3.8555565820801285,0.14856152489557348,100,3.969363440124484,1.3858898569451057
60,2022-04-20,20,2.341270898801878,2.1468900133604154,2.2543876466481687,2.38194816232678,2.456080313468103,2.319451145725134,0.09874714867292073,100,2.4251307952493812,0.8467262374936197
60,2022-04-21,5,4.594543511226007,4.195984589289093,4.463028348321108,4.714381431658969,4.848108307004032,4.578024350492288,0.18605297906140286,100,4.609577575670777,1.207949879227053
60,2022-04-21,10,3.0042167050437465,2.7636993144236732,2.922201449887564,3.082953583790231,3.1626766917640197,2.9921252511597136,0.11987852152370024,100,3.0251823296965266,0.7927556418800421
60,2022-04-21,20,1.7909436622011787,1.6718102935704848,1.7523266523357144,1.8361319192329573,1.8964312615119197,1.7882317276622015,0.0713714901062873,100,1.905438431938722,0.4993243059587797
60,2022-04-22,5,6.367854236158484,5.497126113195615,6.107744080149339,6.595303649353837,6.791195523819892,6.294626164879855,0.39824945241992876,100,6.329220912230571,1.4486639752795938
60,2022-04-22,10,4.391368927858064,3.661060995127849,4.142573582451046,4.50788833849931,4.614587371696234,4.296427785417248,0.2952335392847403,100,4.319724097508201,0.9887202184892416
60,2022-04-22,20,2.689158267876459,2.18481124949888,2.5707603459015065,2.744444081818285,2.8295212555823195,2.626207683689842,0.18933487120449477,100,2.785515076917963,0.637562726990847
60,2022-04-23,5,8.140132950971834,7.244219746580305,7.875597167838478,8.300447096583873,8.563342601830414,8.026608808694911,0.4276133839813025,100,8.074783949545543,1.6914978590250342
60,2022-04-23,10,5.370906046203716,4.7922645422986685,5.219463619915658,5.526940372594554,5.622102132346654,5.322226544469149,0.2777387130598115,100,5.385888553150962,1.128230676328501
60,2022-04-23,20,3.2234265685426715,2.9181256103565483,3.119984454072404,3.2998960378142703,3.369816318061068,3.186174187068639,0.16434076589846983,100,3.359668328010502,0.7037800415927933
