city,dataset_key,resolution,distance_bin_label,distance_bin_left_km,distance_bin_right_km,pair_count,median_distance_km,median_pearson_correlation,p10_pearson_correlation,p90_pearson_correlation,median_mean_abs_difference_ugm3,p10_mean_abs_difference_ugm3,p90_mean_abs_difference_ugm3,median_semivariance_ugm3_sq,p10_semivariance_ugm3_sq,p90_semivariance_ugm3_sq
Dhaka,dhaka_lcs,weekly,20-50 km,20.0,50.0,26,23.536335023146364,0.9426302949849622,0.891094932032755,0.9711749162373948,25.783777275782175,11.982392462605052,36.43935327414399,798.7140439729866,133.49667708714645,1542.1539323570355
Lucknow,lucknow_lcs,daily,0-1 km,0.0,1.0,3,0.9293717355206341,0.9834727995099337,0.9635781655489535,0.9886397646686964,27.815894891297457,10.364105662598199,42.550653354420646,814.3746433311445,225.63087030847853,1622.8312647647806
Lucknow,lucknow_lcs,daily,1-2 km,1.0,2.0,30,1.5875627007731408,0.9719658350792728,0.9022848258721372,0.9864695072496014,10.101009922113981,6.808603869093286,19.012459505516205,125.53729180813174,68.30325290259613,448.05812099603696
Lucknow,lucknow_lcs,daily,2-5 km,2.0,5.0,252,3.73310298497067,0.9685067006525754,0.8987575938282106,0.9858648067944288,11.408396428099563,6.248936264464802,28.124593349633898,171.09401933564294,49.55848679253284,1062.1291316793668
Lucknow,lucknow_lcs,daily,5-10 km,5.0,10.0,600,7.612561793632969,0.9688733538346619,0.9085758551070168,0.9838329358203003,11.15058206475536,5.854677962755396,28.627329778859245,163.520801005196,42.594644186494484,1002.4702618000208
Lucknow,lucknow_lcs,daily,10-20 km,10.0,20.0,900,14.007645226808593,0.9635741148570063,0.9013717896706801,0.9795550046831678,11.107105301881157,5.69159778161289,26.90034925783138,162.565935891884,45.694316781098344,872.9210947596852
Lucknow,lucknow_lcs,daily,20-50 km,20.0,50.0,685,27.66019714718431,0.953530407919358,0.772881775252784,0.9757054282707283,15.29208556133363,7.752179793102261,34.907247456410815,295.6471075973841,73.46699531275365,1731.4279329180483
Lucknow,lucknow_lcs,daily,50+ km,50.0,inf,15,57.44652624565009,0.9644997073198858,0.8750433100138649,0.972612216836864,22.729764731119417,12.235539231650568,31.241784271097586,770.0881196364791,206.278688141722,1427.7021696947245
Lucknow,lucknow_lcs,highest_hourly,0-1 km,0.0,1.0,3,0.9293717355206341,0.9352944121003811,0.850459009550645,0.9465856508347582,29.35217700068567,11.762967609943571,44.096683531676746,1634.3817398659678,460.5103255026556,2487.0730682023914
Lucknow,lucknow_lcs,highest_hourly,1-2 km,1.0,2.0,30,1.5875627007731408,0.9334229627633968,0.7946043016056921,0.96548335236828,12.684496607217822,8.115122328723018,20.623597192082155,319.46786008534116,105.74839348934017,779.8359486991392
