dataset_key,city,network,sample_size,n_sensors_available,n_draws_completed,reference_mean_ugm3,best_ape_pct,ape_median_pct,ape_p95_pct,worst_ape_pct,best_absolute_error_ugm3,absolute_error_median_ugm3,absolute_error_p95_ugm3,worst_absolute_error_ugm3
lucknow_lcs,Lucknow,LCS,29,71,10000,61.802242631595966,0.0008679338309771275,2.696597488232341,7.7072740350671625,16.03608231593176,0.0005364025721021903,1.6665577224748738,4.763268199434204,9.910658501494602
lucknow_lcs,Lucknow,LCS,30,71,10000,61.802242631595966,0.00021782392362228384,2.6043826101190395,7.497034639625777,14.954041589803339,0.00013462006978670615,1.6095668597608608,4.633335538156319,9.24193306656003
lucknow_madhwal_lcs,Lucknow,LCS Madhwal validation,2,71,10000,51.46794024618637,0.0005684002744010775,5.8640564632052135,17.279236231447037,37.3571720558202,0.000292543913587906,3.0181090764850893,8.893266978598547,19.226966991354573
lucknow_madhwal_lcs,Lucknow,LCS Madhwal validation,3,71,10000,51.46794024618637,0.0013410831025375354,4.801672459443246,13.42136972226805,31.58514271987277,0.0006902278498657211,2.4713219122438375,6.907702548876671,16.256222381736805
lucknow_madhwal_lcs,Lucknow,LCS Madhwal validation,4,71,10000,51.46794024618637,0.0008500455995748102,4.148152485710234,11.365185800073615,28.98851561468864,0.0004375009612545,2.1349686426660384,5.8494270364499465,14.919791894824357
lucknow_madhwal_lcs,Lucknow,LCS Madhwal validation,5,71,10000,51.46794024618637,0.0003928098667076644,3.6329914754246313,10.239467844078932,22.38581597569212,0.00020217114747822507,1.869825881720594,5.270043191518012,11.521518389990462
lucknow_madhwal_lcs,Lucknow,LCS Madhwal validation,6,71,10000,51.46794024618637,7.050043211404561e-05,3.3337601993655124,9.29760296893651,18.88455687209548,3.6285120273760185e-05,1.7158177073605856,4.785284740379893,9.719492446687184
lucknow_madhwal_lcs,Lucknow,LCS Madhwal validation,7,71,10000,51.46794024618637,0.00022148586561188282,3.0181099223341707,8.503405832506461,21.227632342993942,0.00011399421296687251,1.5533590113911728,4.376527832765152,10.925425129972254
lucknow_madhwal_lcs,Lucknow,LCS Madhwal validation,8,71,10000,51.46794024618637,0.0006683250732738236,2.828854862471845,7.938056576684545,16.052204944519698,0.00034397314936285284,1.455953330268347,4.085554215596469,8.261739249040772
lucknow_madhwal_lcs,Lucknow,LCS Madhwal validation,9,71,10000,51.46794024618637,0.0002143315082220865,2.658128411046336,7.398039943891237,15.301787902857669,0.0001103120125804935,1.3680839422642315,3.807618777710942,7.87551505444096
