target_N_star,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_absolute_error_median_ugm3
100,21,0.13752195997324046,0.10560449790178561,0.11778369915205067,0.1629482204587125,0.17124916881638144,0.14030044324561725,0.02293150831331349,100,0.1397936779048176
100,22,0.13718677208183827,0.10365576239305843,0.11503083266287462,0.16017893767741742,0.16769008768179833,0.13727125778070798,0.022826775580771612,100,0.1370145971757423
100,23,0.13142397379095394,0.10074594058274618,0.11083410733125398,0.15541110986725837,0.1640048389287641,0.1336463720682505,0.022853886133150415,100,0.1375612437731117
100,24,0.12642939171589784,0.09907212036984099,0.10710091974810898,0.1528032114227551,0.1614717073966611,0.13089628283840796,0.02295519672777381,100,0.1321613494229332
100,25,0.12411038782046857,0.09694470926733038,0.10642367559421739,0.15025716945882417,0.15715407804534243,0.12800292976454475,0.022593611328453955,100,0.1306150339719778
100,26,0.12239165751765357,0.09278899072361271,0.10313062881791146,0.14684951261228418,0.15351629009587914,0.12481745993428889,0.022442837212871918,100,0.1283359363517719
100,27,0.12016657988786106,0.09095772876014566,0.09987896391667905,0.14480929083765437,0.15328191689520332,0.12248243815924584,0.022688980573579383,100,0.1277459067296984
100,28,0.11608344069761989,0.08823363791086716,0.09742008011803627,0.1407876082802142,0.14998899341877742,0.11962651701633067,0.022233648336107577,100,0.124088533547634
100,29,0.11235819617230991,0.0865478876607197,0.09557746706585779,0.13897179902658863,0.145953168610201,0.11705535420705768,0.021914853484678923,100,0.1205896870855287
100,30,0.11030714083964632,0.08444114867217797,0.09295736746508787,0.13683209288994425,0.14348708934555635,0.1149645814560993,0.022081830415215744,100,0.1200257445494319
150,2,0.39799064052165445,0.362189308906178,0.38467946653819185,0.41130598585623046,0.43313532610452515,0.3975510184544548,0.021527145278259625,100,0.3934026696980695
150,3,0.33616411057567497,0.30100159277117433,0.32320276978958673,0.3471371737887199,0.3673255436607773,0.3346302468618023,0.018818787342659838,100,0.3303906770781424
150,4,0.29479596239684813,0.2660122288790002,0.2848817865476443,0.3050106784338684,0.32494855377238807,0.29486655254061217,0.01748004079836151,100,0.2941037064542886
150,5,0.26745437956264606,0.240715407415161,0.2600760408972156,0.2801029804391262,0.29782502202177663,0.26845778586075475,0.01642523247986445,100,0.2652473493101821
150,6,0.24766099535371744,0.22002674445224665,0.2352554901905728,0.2578423756969366,0.2731557302390935,0.24677897024391313,0.015429718251632703,100,0.2503438455460314
150,7,0.2324651819670014,0.2029893598773535,0.2226149874477148,0.241710195820261,0.25414535956565654,0.2312660777968165,0.01450399814635939,100,0.232874367618959
150,8,0.2198221357097503,0.19141578010640065,0.20900030312228735,0.22704013477174834,0.24429245926110527,0.21792840779868516,0.014817689620632239,100,0.2164404204665206
150,9,0.20584636402721346,0.18060487251597906,0.19796288538366347,0.2146067249876733,0.22981440210848456,0.20635364984967292,0.014175019039118119,100,0.2073946908535644
150,10,0.1976516076794086,0.1727194075814232,0.188315976384962,0.20579711483910246,0.22145970946172522,0.19714334572481898,0.014097729295084013,100,0.1952400931839895
