dataset_key,city,scenario,n,period_mdape_pct,daily_fraction_days_mdape_le_10,daily_valid_days_evaluated,period_seed,daily_seed
lucknow_lcs,Lucknow,S2_daily_12h,30,2.7488396584794184,0.9945205479452055,365,230737603,1614281834
lucknow_lcs,Lucknow,S2_daily_12h,40,2.0554845472684504,1.0,359,3551349672,700343743
lucknow_lcs,Lucknow,S2_daily_12h,50,1.5232376805251064,1.0,273,536926581,3146476303
lucknow_lcs,Lucknow,S3_period_75pct,1,10.045729436126285,0.2054794520547945,365,2212959458,1734875333
lucknow_lcs,Lucknow,S3_period_75pct,2,7.8235115142389695,0.7452054794520548,365,67930030,568338584
lucknow_lcs,Lucknow,S3_period_75pct,3,6.231171653929813,0.8767123287671232,365,975694836,3420469534
lucknow_lcs,Lucknow,S3_period_75pct,5,4.715018710133451,0.9863013698630136,365,3946199075,1623111328
lucknow_lcs,Lucknow,S3_period_75pct,7,3.870055811652002,0.9972602739726028,365,3715043383,3096558358
lucknow_lcs,Lucknow,S3_period_75pct,10,2.9561613815657752,0.9972602739726028,365,3351081947,1733671442
lucknow_lcs,Lucknow,S3_period_75pct,15,2.1897882375007143,0.9972602739726028,365,3226909526,3865463372
lucknow_lcs,Lucknow,S3_period_75pct,20,1.6197906165262115,1.0,365,4005569624,945708636
lucknow_lcs,Lucknow,S3_period_75pct,30,0.7180158279221238,1.0,315,4079966260,240656437
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,1,10.636941170668017,0.19452054794520549,365,1100903831,3766633681
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,2,7.734607607537495,0.7671232876712328,365,3940751815,1840332104
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,3,6.121055841708179,0.8821917808219178,365,2023933007,2259519549
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,5,4.568762623170828,0.989041095890411,365,1610341265,4066435971
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,7,3.690794302588215,1.0,365,164546162,1037757808
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,10,2.91246398734998,1.0,365,3386747143,2887489320
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,15,2.144875244157519,1.0,365,2726004897,1486977998
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,20,1.588318762553526,1.0,365,2698032491,2613570352
lucknow_lcs,Lucknow,S4_daily_18h_period_75pct,30,0.7122947657607337,1.0,241,1524017367,3126177990
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,1,11.95946247501776,0.20821917808219179,365,558118177,482957603
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,2,7.897504453859589,0.7232876712328767,365,3145313658,71600831
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,3,6.638024792436639,0.8493150684931506,365,2505575797,2107540629
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,5,5.1739369452265604,0.947945205479452,365,984799714,2730609916
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,7,4.29758397526017,0.9561643835616438,365,4168693455,2210531540
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,10,3.4144535641919074,0.9561643835616438,365,3817292873,537176973
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,15,2.5320213820441344,0.9726027397260274,365,3599558018,4226750822
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,20,1.8508320957546402,0.9808219178082191,365,3117684420,3725067811
lucknow_lcs,Lucknow,S5_drop_gap_gt_30d,30,0.7676826299522677,1.0,328,2629098997,2727120530
lucknow_lcs,Lucknow,S6_period_50pct,1,14.078683503197068,0.12602739726027398,365,104913504,630632031
lucknow_lcs,Lucknow,S6_period_50pct,2,11.165297015721649,0.5753424657534246,365,1030576410,1018768328
lucknow_lcs,Lucknow,S6_period_50pct,3,9.109757829323465,0.8054794520547945,365,1710187717,4262919245
lucknow_lcs,Lucknow,S6_period_50pct,5,7.260295766364337,0.9561643835616438,365,3345712332,2254963889
lucknow_lcs,Lucknow,S6_period_50pct,7,6.106833325172698,0.9698630136986301,365,318785381,2853203595
lucknow_lcs,Lucknow,S6_period_50pct,10,4.846143498957228,0.9780821917808219,365,284873050,3096182571
lucknow_lcs,Lucknow,S6_period_50pct,15,3.7777957659423267,0.9808219178082191,365,1253910857,2585793406
lucknow_lcs,Lucknow,S6_period_50pct,20,3.1733053453793714,0.9808219178082191,365,2221144717,1776566599
