dataset_key,city,strategy,sample_size,time_aggregation,time_index,n_days_total,n_days_evaluated,ape_mean_pct,ape_median_pct,ape_p75_pct,ape_p95_pct,absolute_error_mean_ugm3,absolute_error_median_ugm3,absolute_error_p75_ugm3,absolute_error_p95_ugm3,median_subset_valid_sensors,min_subset_valid_sensors,reference_mean_ugm3,subset_mean_ugm3,n_reference_valid,n_subset_valid,ape_pct,absolute_error_ugm3,n_draws,daily_p95_ape_median_across_fixed_subsets_pct,daily_p95_absolute_error_median_across_fixed_subsets_ugm3,strategy_label
lucknow_lcs,Lucknow,min_ess,10,daily,all_days,365.0,365.0,5.400328737160421,4.1286134329224025,7.283403429106369,15.600978772085154,3.345682639928548,1.4982046512040696,3.527876309970587,11.954151009858577,8.0,4.0,,,,,,,,,,Min ESS
lucknow_lcs,Lucknow,random_fixed,20,daily,all_days,365.0,365.0,5.8480824508402796,4.319382620030638,7.292326433165491,19.518534197706686,3.8189648570933694,1.4590801237380404,5.2489856774537635,13.765943078551684,17.0,10.0,,,,,,,,,,Random
lucknow_lcs,Lucknow,max_ess,20,daily,all_days,365.0,365.0,5.164467556959358,3.4968554338757665,6.587529688352446,16.350382158535698,3.5279221571329686,1.5066353657012002,3.644339303795981,10.914815107697711,16.0,10.0,,,,,,,,,,Max ESS
lucknow_lcs,Lucknow,min_pred_var,20,daily,all_days,365.0,365.0,5.241332861717253,4.053565170540463,6.211345449946936,12.39310499979426,3.981494042267902,1.6512135186958616,3.832739328904495,12.952343334292166,16.0,10.0,,,,,,,,,,Min Pred. Var.
lucknow_lcs,Lucknow,min_ess,20,daily,all_days,365.0,365.0,5.508398099614219,3.7854099044978327,7.0582755655778096,17.545146773473697,2.77619587861889,1.5771391888139306,2.6668975730457873,9.170447489836937,16.0,9.0,,,,,,,,,,Min ESS
chicago_lcs_corrected_no_collocation,Chicago,random_fixed,5,daily,all_days,273.0,272.0,4.922490490719561,4.817128946399313,6.764220740255541,10.382525935989877,0.5262204337054817,0.37654908440038515,0.7067878581544842,1.5343775541113616,5.0,5.0,,,,,,,,,,Random
chicago_lcs_corrected_no_collocation,Chicago,max_ess,5,daily,all_days,273.0,272.0,4.529662706774159,4.117656325631459,5.970524352818101,9.512085863216273,0.4744042525889925,0.37789623127849037,0.6473823440650752,1.2192048507462676,5.0,4.0,,,,,,,,,,Max ESS
chicago_lcs_corrected_no_collocation,Chicago,min_pred_var,5,daily,all_days,273.0,272.0,4.060172468450535,3.017423162036103,5.678964670820467,10.584524453478307,0.4241713707714434,0.2779636617749839,0.5524044566544577,1.3228804616586294,5.0,4.0,,,,,,,,,,Min Pred. Var.
chicago_lcs_corrected_no_collocation,Chicago,min_ess,5,daily,all_days,273.0,272.0,5.923266689850376,5.448369218455424,8.164766012026185,12.526737713557461,0.5774454083270362,0.4369155307724064,0.7594864190079025,1.6468202952029536,5.0,4.0,,,,,,,,,,Min ESS
chicago_lcs_corrected_no_collocation,Chicago,random_fixed,10,daily,all_days,273.0,272.0,3.4064563231843064,3.2738078632300187,4.797475207633194,6.955553031993271,0.3477111018080431,0.29412368457017823,0.46412016536831757,0.8347581224916296,10.0,9.0,,,,,,,,,,Random
