dataset_key,city,sample_size,time_aggregation,strategy,strategy_label,ape_value_pct,random_mc_ape_value_pct,random_baseline_strategy,ape_delta_vs_random_pct_points,absolute_error_value_ugm3,random_mc_absolute_error_value_ugm3,absolute_error_delta_vs_random_ugm3,beats_random_by_ape
chicago_lcs_corrected_no_collocation,Chicago,20,period,min_ess,Min ESS,1.461762173007971,1.42905849206082,random_fixed_mc,0.03270368094715104,0.14988164865047438,0.14652837976186195,0.0033532688886124262,False
dhaka_lcs,Dhaka,5,daily,random_fixed,Random,16.024918416186757,9.18517072493239,random_fixed_mc,6.839747691254367,6.857982808725865,3.1390547135516904,3.7189280951741743,False
dhaka_lcs,Dhaka,5,daily,max_ess,Max ESS,13.514617534709137,9.18517072493239,random_fixed_mc,4.329446809776746,4.335698784722233,3.1390547135516904,1.1966440711705424,False
dhaka_lcs,Dhaka,5,daily,min_pred_var,Min Pred. Var.,11.79067820433797,9.18517072493239,random_fixed_mc,2.6055074794055795,3.195684197042894,3.1390547135516904,0.05662948349120356,False
dhaka_lcs,Dhaka,5,daily,min_ess,Min ESS,13.624929437201613,9.18517072493239,random_fixed_mc,4.439758712269223,4.702758298270215,3.1390547135516904,1.5637035847185246,False
dhaka_lcs,Dhaka,5,period,random_fixed,Random,21.25949591080778,5.8832773960983635,random_fixed_mc,15.376218514709414,11.724020662780752,3.24446384082243,8.479556821958322,False
dhaka_lcs,Dhaka,5,period,max_ess,Max ESS,12.834127794228342,5.8832773960983635,random_fixed_mc,6.950850398129979,7.077664497764879,3.24446384082243,3.8332006569424486,False
dhaka_lcs,Dhaka,5,period,min_pred_var,Min Pred. Var.,10.444862038453122,5.8832773960983635,random_fixed_mc,4.561584642354759,5.760050890786424,3.24446384082243,2.515587049963994,False
dhaka_lcs,Dhaka,5,period,min_ess,Min ESS,12.317569774537999,5.8832773960983635,random_fixed_mc,6.434292378439635,6.792797117946343,3.24446384082243,3.5483332771239127,False
dhaka_lcs,Dhaka,10,daily,random_fixed,Random,10.085629080283603,6.137384640339739,random_fixed_mc,3.9482444399438634,3.093550085363324,2.0855655168852696,1.0079845684780544,False
dhaka_lcs,Dhaka,10,daily,max_ess,Max ESS,9.165716960380445,6.137384640339739,random_fixed_mc,3.0283323200407057,2.901887564282376,2.0855655168852696,0.8163220473971062,False
dhaka_lcs,Dhaka,10,daily,min_pred_var,Min Pred. Var.,4.372423287073103,6.137384640339739,random_fixed_mc,-1.7649613532666368,1.7749924796360403,2.0855655168852696,-0.31057303724922924,True
dhaka_lcs,Dhaka,10,daily,min_ess,Min ESS,10.101881220975791,6.137384640339739,random_fixed_mc,3.9644965806360517,3.4904534285451234,2.0855655168852696,1.4048879116598538,False
dhaka_lcs,Dhaka,10,period,random_fixed,Random,9.800096332867886,3.924345751992949,random_fixed_mc,5.8757505808749375,5.404480538288517,2.164167526703743,3.2403130115847745,False
dhaka_lcs,Dhaka,10,period,max_ess,Max ESS,8.666494408871985,3.924345751992949,random_fixed_mc,4.742148656879037,4.779330608297023,2.164167526703743,2.6151630815932805,False
dhaka_lcs,Dhaka,10,period,min_pred_var,Min Pred. Var.,3.0699989039724396,3.924345751992949,random_fixed_mc,-0.8543468480205094,1.6930190036438901,2.164167526703743,-0.47114852305985266,True
dhaka_lcs,Dhaka,10,period,min_ess,Min ESS,11.111109607140927,3.924345751992949,random_fixed_mc,7.186763855147978,6.127467893268232,2.164167526703743,3.9633003665644893,False
dhaka_lcs,Dhaka,20,daily,random_fixed,Random,5.2664750218527665,3.363648665039797,random_fixed_mc,1.9028263568129695,1.8869394942638351,1.1440743119317283,0.7428651823321069,False
